timestamp,description,ipaddress,limit6,float,year,money,country,Enum,mailid,bool,longnumber,stockprice,output
23:42:26,revolutionize robust experiences,229.241.38.204,#24820c,-6.8734228,1992,$3.32 ,China,238,cdinsmorefk@nbcnews.com,FALSE,6.77E+15,$39.22B,0
18:53:44,e-enable ubiquitous experiences,203.192.78.39,#f038e0,40.357628,2003,$5.87 ,Peru,238,karchleyli@weebly.com,FALSE,4.91E+18,$4.62M,0
12:04:28,strategize holistic infomediaries,71.199.62.253,#6d3285,-7.2693645,1998,$5.05 ,Pakistan,241,kfishley30@archive.org,TRUE,3.55E+15,$136.12M,0
15:55:31,morph sexy applications,127.196.58.218,#605285,35.202503,2010,$9.82 ,China,242,jrubieri@cnbc.com,TRUE,3.59E+15,$79.04M,0
21:35:09,monetize intuitive eyeballs,98.52.147.78,#93cf9d,36.4045915,2003,$4.18 ,Japan,243,kfishlylz@apache.org,TRUE,5.01E+15,$626.98M,0
15:20:54,maximize dot-com portals,210.139.177.160,#e1f2e3,-8.8056791,2000,$2.07 ,Afghanistan,245,cblasgenqu@dedecms.com,FALSE,3.55E+15,$581.32M,0
15:57:53,grow impactful e-markets,126.18.68.130,#bb25f4,48.6140715,1992,$5.58 ,Brazil,246,cpennycock6k@list-manage.com,FALSE,3.72E+14,$781.49M,0
8:44:37,innovate intuitive architectures,240.179.15.198,#f3124e,35.1008082,2008,$5.17 ,Switzerland,247,lpersittal@gizmodo.com,TRUE,4.91E+18,$688.77M,0
0:00:55,generate cutting-edge action-items,88.107.110.110,#e7fb56,11.1402783,2009,$0.91 ,Sweden,247,mkleemanko@fc2.com,TRUE,5.60E+15,$42.55M,0
17:46:15,generate viral architectures,76.250.120.58,#a73f52,-34.0391502,1993,$7.01 ,Lebanon,248,cwhartone9@behance.net,FALSE,3.57E+15,$60.36M,0
13:39:01,mesh enterprise methodologies,73.4.195.235,#623053,36.99532,1996,$0.42 ,Paraguay,248,cdowseyju@naver.com,TRUE,3.58E+15,$76.52M,0
20:25:56,disintermediate real-time channels,180.142.127.224,#cc2ac8,-23.1157079,1985,$3.38 ,Nigeria,249,gdmychm5@tumblr.com,FALSE,3.58E+15,$11.67B,0
21:52:41,expedite B2C e-commerce,29.153.31.38,#fe5a60,36.1093631,1996,$2.46 ,Philippines,252,hzucker9@marriott.com,TRUE,3.53E+15,$198.66M,0
7:07:04,unleash user-centric initiatives,76.58.172.27,#dbe103,51.7567459,2000,$5.63 ,Sweden,252,aelderbrant98@trellian.com,FALSE,3.55E+15,$10.69M,0
14:10:33,seize open-source infrastructures,227.195.38.189,#923a7c,49.9747505,1992,$7.55 ,Thailand,252,bshawyersi3@microsoft.com,TRUE,5.50E+15,$330.01M,0
12:32:29,cultivate holistic content,217.80.121.211,#840dc6,-6.9399,2000,$6.88 ,Peru,254,dkermitp7@ning.com,TRUE,6.30E+18,$84.95M,0
4:23:23,deploy e-business vortals,166.184.184.126,#f700b8,49.0225427,2003,$1.92 ,Slovenia,254,dfilyukovqy@feedburner.com,FALSE,3.57E+15,$106.49M,0
19:48:48,deliver enterprise e-tailers,194.71.180.89,#8eb39e,45.5080397,2003,$3.93 ,Finland,258,mlivingsmd@tripadvisor.com,FALSE,6.77E+18,$491.37M,0
21:59:49,implement open-source markets,32.245.206.211,#b75318,45.1433372,2006,$2.37 ,Nigeria,260,beakeoz@a8.net,FALSE,3.57E+15,$14.74B,0
22:51:46,architect sticky models,201.194.19.205,#34f7ea,31.2579515,2006,$1.33 ,Pakistan,261,hharleoh@columbia.edu,FALSE,5.64E+17,$1.78B,0
23:58:15,integrate bricks-and-clicks convergence,125.187.146.29,#6f88d6,31.5233543,2009,$1.09 ,Croatia,262,apfeiferg9@shinystat.com,TRUE,3.55E+15,$301.6M,0
0:32:52,reinvent compelling bandwidth,88.73.111.213,#1b961a,51.8530202,2009,$8.46 ,China,262,egoodanewnd@fema.gov,FALSE,3.54E+15,$34.35B,0
2:48:48,engage extensible synergies,72.160.241.66,#8cdae2,38.05106,1984,$6.98 ,France,265,rbortolgv@epa.gov,TRUE,6.33E+18,$61.21M,0
8:56:15,redefine frictionless e-commerce,128.52.33.216,#3d3494,-11.8551576,2002,$3.08 ,Thailand,267,nmatushevitznb@yelp.com,TRUE,3.53E+15,$137.46M,0
11:14:54,unleash bleeding-edge paradigms,134.61.92.216,#aae241,34.728584,2006,$7.84 ,Indonesia,268,mcousenb0@edublogs.org,TRUE,3.59E+15,$2.62B,0
22:40:08,strategize granular interfaces,117.121.119.50,#075528,22.843818,2003,$2.42 ,China,271,kroziero4@behance.net,FALSE,3.55E+15,$1.57B,0
18:33:25,facilitate virtual web services,171.139.243.194,#742bd4,-11.4890016,2004,$0.39 ,Thailand,272,rflipsenr8@bing.com,TRUE,5.60E+15,$225.71M,0
6:13:48,engineer 24/365 technologies,50.104.131.230,#ebf1d6,39.3897164,2001,$3.55 ,Argentina,273,clougheedr5@goo.gl,FALSE,6.77E+15,$9.66B,0
17:52:28,recontextualize transparent infomediaries,141.170.81.196,#b82760,50.2923198,1963,$9.43 ,Russia,275,hjeffrey5b@latimes.com,FALSE,4.91E+15,$966.47M,0
23:55:17,mesh next-generation metrics,7.209.155.113,#8d5536,39.930136,1999,$0.32 ,China,275,iledesr4@answers.com,FALSE,4.92E+15,$534.63M,0
2:30:41,streamline B2B eyeballs,138.59.234.156,#33c47d,50.1601386,1999,$5.90 ,China,278,mseekings9y@eventbrite.com,TRUE,3.57E+15,$169.43M,0
9:35:29,enable web-enabled web-readiness,155.230.133.31,#6be2d8,49.9321242,2007,$8.55 ,Philippines,278,epuddlecy@usa.gov,FALSE,3.55E+15,$39.48M,0
5:29:23,matrix intuitive experiences,213.4.215.205,#fa9052,35.9014983,1999,$3.93 ,Iran,281,dsendallm8@nhs.uk,FALSE,3.54E+15,$3.33B,0
16:57:46,harness mission-critical e-services,117.18.67.4,#6bddbe,11.0678757,2010,$2.91 ,Pakistan,282,lpippinggt@livejournal.com,TRUE,3.53E+15,$293.41M,0
21:13:16,seize compelling users,135.194.27.129,#d4cd8e,32.059093,2004,$5.51 ,Indonesia,283,dloughlandy@indiegogo.com,FALSE,3.57E+15,$114.27M,0
9:37:22,reinvent visionary partnerships,68.138.116.215,#3ab3c0,22.4919891,2001,$5.10 ,Peru,286,slibrey7z@deliciousdays.com,TRUE,5.43E+15,$710.31M,0
21:12:48,repurpose global e-commerce,102.169.139.59,#cc3ab0,36.978537,2006,$7.46 ,Russia,287,thughlinbj@arizona.edu,FALSE,3.55E+15,$695.1M,0
10:00:53,enhance world-class functionalities,146.255.158.11,#72600d,38.4415297,2012,$3.77 ,China,288,sdopsonnh@meetup.com,FALSE,3.56E+15,$1.35B,0
14:43:06,synergize killer eyeballs,144.153.206.233,#732ade,55.6042276,2005,$0.83 ,China,289,rwaskett9z@deviantart.com,FALSE,5.60E+16,$2.69B,0
17:30:16,recontextualize clicks-and-mortar platforms,222.44.160.224,#8f9242,15.4601543,1987,$6.05 ,Greece,290,svinebz@networkadvertising.org,FALSE,3.04E+13,$96.27M,0
14:20:08,productize robust supply-chains,217.46.181.232,#5b9110,-6.7597,1990,$5.18 ,Argentina,290,aleveti5@sourceforge.net,FALSE,4.23E+15,$11.22B,0
7:09:06,mesh rich convergence,119.165.230.122,#d33596,54.5489994,2008,$7.04 ,China,292,jmccourtog@smh.com.au,TRUE,4.90E+18,$127.33M,0
11:42:15,strategize proactive channels,77.9.150.171,#64fef6,30.169665,1998,$0.08 ,China,293,dleijskt@wisc.edu,FALSE,5.60E+15,$897.42M,0
21:04:34,drive web-enabled functionalities,64.249.102.22,#cd0b9c,47.3036891,2001,$1.72 ,Bhutan,295,nfinleyq2@1und1.de,TRUE,5.16E+15,$187.53M,0
3:04:50,disintermediate B2C interfaces,225.172.46.38,#bc80e2,7.8494444,1985,$1.60 ,Indonesia,297,shenlondr@globo.com,FALSE,4.42E+12,$22.76B,0
21:19:24,leverage seamless e-markets,21.24.47.183,#906e35,27.88157,2003,$2.52 ,Indonesia,304,mbiggso6@baidu.com,FALSE,3.54E+15,$536.92M,0
23:06:02,generate cross-platform e-tailers,22.152.224.121,#545f31,-27.284815,2000,$5.90 ,China,308,rdoone2l@addtoany.com,FALSE,3.59E+15,$1.41B,0
5:42:37,facilitate transparent platforms,201.122.56.149,#8ae136,-3.9052525,2005,$8.65 ,Russia,309,khanrattyhc@weebly.com,TRUE,4.91E+18,$19.26B,0
15:34:58,recontextualize clicks-and-mortar solutions,18.96.108.34,#0a9a35,-9.824074,1996,$2.28 ,Brazil,312,granshaw92@utexas.edu,FALSE,3.56E+15,$883.38M,0
6:42:44,synthesize bricks-and-clicks ROI,233.200.20.176,#2e887f,30.126539,1996,$2.92 ,China,315,gcowie2r@ucsd.edu,FALSE,3.53E+15,$806.93M,0
11:19:16,revolutionize 24/365 action-items,211.199.108.244,#7e16bb,37.251388,1997,$2.49 ,Thailand,316,jlago2x@reference.com,FALSE,3.55E+15,$136.02M,0
13:38:29,orchestrate extensible eyeballs,170.178.15.149,#62ab80,-8.5052,1999,$4.08 ,Ireland,316,kmataninoa@webmd.com,FALSE,5.01E+15,$923.88M,0
12:54:54,envisioneer magnetic ROI,59.6.255.29,#e13294,23.219932,2012,$6.89 ,Poland,318,jpreedyod@msn.com,TRUE,4.04E+12,$1.26B,0
0:14:38,grow granular e-tailers,46.233.61.78,#322a71,28.262375,1997,$1.00 ,Iran,319,cmasseyap@booking.com,TRUE,3.54E+15,$1.75B,0
3:01:04,productize dynamic web-readiness,62.132.66.52,#03d3d1,49.4515969,1988,$8.47 ,Portugal,319,mdukenc@technorati.com,TRUE,5.60E+17,$4.14B,0
23:58:32,brand scalable infrastructures,171.143.81.16,#2ec097,49.3448284,2012,$7.40 ,Greece,321,mcopperaq@ehow.com,FALSE,6.76E+18,$78.03B,0
18:32:14,disintermediate efficient partnerships,250.130.12.38,#b69fd8,27.5002269,2007,$5.60 ,Philippines,325,pdilsdt@ameblo.jp,TRUE,4.91E+15,$7.76B,0
10:49:36,repurpose magnetic technologies,233.199.9.185,#cbf81b,60.3891548,1994,$8.04 ,Poland,326,kdalla2c@netvibes.com,TRUE,3.56E+15,$14.65M,0
3:26:32,innovate virtual networks,101.107.121.169,#92a49f,59.3551153,2001,$1.68 ,China,326,osatyford52@dyndns.org,TRUE,5.39E+15,$6.4B,0
9:49:19,harness real-time users,183.131.86.50,#4fb9d5,-34.5872079,1965,$4.96 ,Netherlands,326,hstuehmeierit@vkontakte.ru,TRUE,3.72E+14,$270.26M,0
1:53:14,orchestrate distributed markets,29.12.11.0,#baa098,-3.4593888,1992,$8.53 ,Sweden,328,wtrekerq3@bravesites.com,FALSE,5.60E+15,$4.34B,0
13:01:53,transition frictionless relationships,141.45.135.105,#2cb1d5,23.802044,2007,$0.75 ,China,329,acrightond2@is.gd,FALSE,3.54E+15,$4.61B,0
19:07:12,envisioneer turn-key e-markets,233.182.152.167,#12c49a,33.7730407,1996,$0.25 ,Estonia,329,cbottonereo@youtube.com,TRUE,3.56E+15,$4.8B,0
15:52:56,redefine extensible technologies,234.227.247.204,#652726,50.2014324,2004,$4.26 ,Thailand,332,tmegaheyq1@nps.gov,FALSE,3.53E+15,$4.63B,0
19:05:14,transform efficient models,8.218.209.56,#4d845e,23.70475,2002,$5.91 ,Russia,334,mstephens87@cbslocal.com,FALSE,3.55E+15,$276.7M,0
18:27:34,productize transparent applications,6.218.121.221,#31df66,-12.034087,1993,$5.05 ,China,335,hnezeyj1@parallels.com,FALSE,5.60E+18,$14.95M,0
22:12:40,target ubiquitous interfaces,73.181.51.70,#f5cc23,46.36446,1992,$8.12 ,China,337,bcalifornian3@eventbrite.com,FALSE,3.74E+14,$3B,0
6:42:01,innovate user-centric infrastructures,176.136.175.253,#0e3302,29.859178,1994,$9.76 ,Brazil,337,cmurdynt@ocn.ne.jp,TRUE,3.54E+15,$19.39B,0
18:46:50,iterate clicks-and-mortar e-business,13.239.135.159,#20a1d6,10.2583233,2012,$8.62 ,Indonesia,342,gdumbreckm@vinaora.com,FALSE,3.74E+14,$3.5B,0
4:01:34,productize leading-edge content,242.47.248.195,#399b19,41.0423985,1993,$2.45 ,Peru,342,ehillabyor@stanford.edu,FALSE,5.61E+16,$516.53M,0
22:10:22,harness clicks-and-mortar deliverables,232.40.98.138,#d4c920,-21.7853787,1990,$4.90 ,China,344,dyeldonmt@eventbrite.com,FALSE,4.90E+15,$27.57M,0
13:33:41,redefine bricks-and-clicks web services,155.170.80.225,#4c5ac3,30.3414125,2010,$3.41 ,Finland,345,sdietmarjd@home.pl,TRUE,3.55E+15,$473.87M,0
7:05:46,deliver interactive metrics,66.224.246.82,#567dfc,55.8951461,2009,$6.78 ,Ukraine,348,ggosney1l@icio.us,FALSE,3.57E+15,$65.74M,0
20:31:47,integrate real-time schemas,231.3.118.127,#562246,59.1743317,2012,$6.57 ,China,350,carbonh5@wikimedia.org,FALSE,5.00E+15,$32.79M,0
21:39:54,visualize compelling metrics,144.3.243.19,#72ff9c,-12.2632051,1998,$8.28 ,China,350,pwalkeyqm@seattletimes.com,FALSE,6.76E+17,$1.32B,0
23:17:39,deliver bricks-and-clicks channels,41.151.175.140,#0603f2,-6.7299868,2007,$0.08 ,Indonesia,353,epetts8e@opensource.org,FALSE,3.58E+15,$354.27M,0
23:14:25,empower dynamic channels,11.16.106.156,#e1039e,16.3273562,2007,$9.58 ,China,354,ijamieson61@google.com,FALSE,5.10E+15,$458.32M,0
11:53:25,transition ubiquitous e-business,51.173.224.92,#aa5db3,22.362731,1984,$7.26 ,Argentina,354,cdaughteryem@purevolume.com,TRUE,3.58E+15,$52.03M,0
12:58:50,mesh vertical networks,149.167.112.241,#2adfb8,37.73892,2012,$7.87 ,Indonesia,355,cbuchanan1u@usa.gov,FALSE,3.53E+15,$1.9B,0
9:12:14,exploit collaborative metrics,251.4.218.247,#b40183,-9.798194,2006,$7.58 ,Indonesia,355,chazeltonku@wikia.com,TRUE,6.76E+15,$75.74M,0
7:08:22,reintermediate revolutionary eyeballs,131.178.117.122,#68b7a7,7.5166669,1995,$7.00 ,Uzbekistan,357,cdonawayb3@reverbnation.com,TRUE,3.56E+15,$18.51M,0
10:01:12,disintermediate sexy experiences,69.212.143.214,#d42108,30.2733296,2005,$6.10 ,Portugal,357,omaceye4@shareasale.com,TRUE,6.77E+17,$187.27B,0
23:52:54,repurpose strategic channels,77.179.30.81,#4f2688,44.5931785,2010,$6.87 ,Indonesia,361,apyle4x@com.com,TRUE,6.33E+15,$1.68B,0
20:25:58,disintermediate turn-key communities,104.78.249.48,#cb6444,-12.1253006,2006,$4.64 ,Ireland,366,dflasby6u@dyndns.org,FALSE,3.38E+14,$4.25B,0
11:20:32,engineer interactive deliverables,60.18.156.146,#aba069,37.0827754,1992,$3.97 ,Indonesia,367,llibero2q@simplemachines.org,TRUE,4.03E+15,$3.97B,0
3:18:38,target global users,156.237.186.154,#2513d1,23.913205,1994,$7.73 ,Russia,369,sweatherhillnq@cbsnews.com,TRUE,3.54E+15,$200.83M,0
21:20:34,facilitate viral models,155.169.252.70,#3294f1,41.2867247,1997,$6.20 ,Russia,370,hhawtreyak@house.gov,TRUE,3.38E+14,$411.96M,0
11:33:11,generate cross-platform experiences,183.113.173.191,#3c36e1,52.3429156,2001,$8.23 ,Greece,371,ahacquel9v@squidoo.com,TRUE,3.53E+15,$345.32M,0
2:43:35,repurpose global ROI,150.129.201.36,#7018dc,38.7004199,1993,$2.92 ,Czech Republic,372,cbarradell5r@xinhuanet.com,TRUE,6.77E+15,$708.87M,0
13:36:01,architect 24/365 web-readiness,15.137.95.220,#8ec647,34.062917,1994,$9.08 ,Germany,372,pgorleroy@topsy.com,TRUE,6.77E+15,$1.78B,0
16:02:43,mesh ubiquitous ROI,48.202.147.1,#52f3c5,4.5827227,1970,$4.66 ,Mexico,373,cbreitleraz@adobe.com,TRUE,5.60E+15,$5.52B,0
18:39:30,streamline global niches,119.197.65.25,#c498eb,14.2524816,2012,$4.69 ,Brazil,374,jfrascone88@slideshare.net,FALSE,3.54E+15,$110.38M,0
14:36:49,exploit extensible niches,107.206.245.119,#42f48b,49.9521295,1994,$9.85 ,Indonesia,376,gborsay8c@addthis.com,TRUE,3.55E+15,$229.8M,0
13:13:04,generate cross-platform deliverables,220.2.179.147,#6cf450,24.9936281,1988,$5.93 ,Indonesia,376,opfeuffer9h@deliciousdays.com,FALSE,4.04E+12,$642.98M,0
0:33:27,deploy holistic eyeballs,132.70.78.218,#a38c3f,55.86667,1966,$5.79 ,China,376,akohterh9@nih.gov,TRUE,3.57E+15,$1.49B,0
5:54:43,seize innovative eyeballs,176.115.235.234,#a45613,7.579029,1984,$9.90 ,Palestinian Territory,382,tgrishelyovr0@netlog.com,FALSE,3.65E+13,$8.19M,0
1:30:46,iterate one-to-one supply-chains,142.111.246.38,#1a1130,23.1243988,2007,$5.24 ,South Korea,384,kcartneri4@topsy.com,FALSE,6.40E+15,$1.06B,0
22:12:58,synergize enterprise content,140.164.107.231,#3aedfb,20.6518868,2007,$0.82 ,Sweden,387,pciric6g@businessinsider.com,TRUE,5.48E+15,$303.43M,0
1:35:16,repurpose granular methodologies,116.211.2.222,#ebb912,36.07884,1993,$4.92 ,China,387,tloftsk0@tiny.cc,FALSE,3.72E+14,$806.93M,0
11:02:37,integrate B2B applications,211.207.156.235,#03ba77,56.1060907,2011,$7.43 ,Philippines,389,akitebe@sina.com.cn,FALSE,4.03E+15,$1.26B,0
0:55:20,strategize open-source deliverables,14.162.181.36,#527030,-6.9592677,2010,$0.29 ,Portugal,390,ableasdale4m@mysql.com,FALSE,3.57E+15,$1.1B,0
10:16:57,repurpose frictionless action-items,86.19.208.142,#425ac6,59.3235522,2000,$8.92 ,China,390,bmanifould6f@pinterest.com,TRUE,6.05E+16,$164.15M,0
18:27:42,revolutionize end-to-end synergies,98.103.255.177,#3914fe,-10.2024984,1990,$3.01 ,Mexico,391,zcarswell70@gizmodo.com,TRUE,3.58E+15,$42.78M,0
13:22:04,leverage transparent e-services,93.231.179.6,#35ce07,8.748114,1990,$4.74 ,Luxembourg,392,mbilovskyeb@gmpg.org,TRUE,4.94E+15,$498.3M,0
15:08:39,recontextualize turn-key communities,225.247.114.35,#b3973a,11.0855409,1996,$8.57 ,Portugal,392,fwindridgeht@bizjournals.com,FALSE,5.24E+15,$109.6M,0
3:24:26,implement one-to-one deliverables,20.86.19.242,#7b1042,13.9434827,1994,$4.54 ,Indonesia,392,mbeechingk5@hud.gov,TRUE,3.53E+15,$41.9M,0
4:49:52,utilize revolutionary convergence,254.147.72.233,#011eb5,44.1201864,1998,$5.69 ,Ukraine,393,ssimonetto8j@newyorker.com,TRUE,3.53E+15,$34.21M,0
13:52:51,innovate clicks-and-mortar bandwidth,204.55.2.74,#16de3e,32.200197,1995,$6.15 ,Russia,395,tsalack3s@nydailynews.com,FALSE,4.48E+12,$1.25B,0
20:53:36,revolutionize best-of-breed schemas,208.76.72.64,#63d6bb,56.9938866,1996,$2.69 ,Russia,395,tbrannil2@bandcamp.com,TRUE,3.53E+15,$76.54M,0
1:16:14,repurpose turn-key metrics,67.194.93.45,#f12f1b,39.3046388,2007,$1.54 ,Japan,398,gledramo3@t-online.de,TRUE,5.02E+18,$462.92M,0
11:11:16,extend B2C initiatives,92.6.184.9,#dd7dd5,44.3972703,2006,$2.27 ,Indonesia,401,dprestidge4z@altervista.org,FALSE,3.57E+15,$534.63M,0
20:03:37,generate sticky deliverables,111.43.93.90,#c10b7b,33.437877,2006,$0.59 ,Ukraine,401,kbowdleris@alexa.com,FALSE,3.74E+14,$330.28M,0
7:39:59,recontextualize intuitive vortals,7.182.159.217,#8a4527,30.327543,1993,$5.38 ,China,403,evolantbw@illinois.edu,FALSE,6.77E+17,$74.69M,0
6:42:43,architect scalable content,125.151.8.157,#4222d1,-3.4610562,2008,$5.02 ,Nepal,403,dwerndleymj@vk.com,FALSE,3.54E+15,$5.6B,0
19:45:20,engage dot-com supply-chains,129.21.175.156,#fb169f,58.4286125,2009,$8.00 ,Poland,404,kvinceff@wunderground.com,FALSE,3.58E+15,$198.29M,0
2:04:19,benchmark efficient synergies,235.84.141.123,#bd69db,-32.947692,1999,$3.11 ,China,405,bpalombilr@livejournal.com,FALSE,3.58E+15,$276.36M,0
22:29:15,whiteboard e-business models,94.187.20.1,#0dd77b,36.990268,1979,$7.22 ,Sweden,407,bbiancodk@nih.gov,TRUE,5.30E+15,$300.24M,0
3:45:09,innovate next-generation technologies,214.33.32.143,#926968,13.2910707,2008,$0.84 ,Indonesia,408,garsey9m@deliciousdays.com,TRUE,3.58E+15,$8.33M,0
0:02:07,embrace magnetic e-services,41.104.72.174,#b04f18,50.4225,2002,$9.74 ,China,408,mkingswoodd0@edublogs.org,FALSE,3.57E+15,$695.42M,0
10:49:56,brand magnetic markets,232.76.72.138,#a24294,-21.3699248,2006,$2.27 ,Brazil,411,ecapnergz@spotify.com,FALSE,3.55E+15,$402.82M,0
7:14:30,innovate vertical supply-chains,163.124.192.12,#805083,34.90994,2005,$4.41 ,Indonesia,418,psierq9@upenn.edu,TRUE,5.10E+15,$5.06B,0
15:48:03,exploit granular eyeballs,250.103.206.226,#b65ed6,57.7123057,1997,$9.84 ,China,420,gmathiasea@omniture.com,TRUE,3.58E+15,$56.38M,0
19:55:54,enhance open-source supply-chains,64.80.78.190,#e39877,32.7940463,1985,$3.20 ,Senegal,420,cjeandeaugb@redcross.org,FALSE,3.58E+15,$159.61M,0
12:47:13,aggregate robust web services,236.198.126.83,#4e2af5,50.1919788,1994,$6.05 ,China,421,bgowry3h@jiathis.com,FALSE,3.57E+15,$157.25M,0
18:40:08,utilize strategic users,60.199.8.123,#80076d,28.572029,2002,$7.22 ,Portugal,422,rabrey85@1688.com,FALSE,3.57E+15,$1.02B,0
14:09:00,envisioneer killer functionalities,64.175.199.80,#0e8400,-36.1406484,1995,$1.74 ,Sweden,423,ddriscollhd@odnoklassniki.ru,FALSE,6.76E+15,$95.04M,0
17:11:35,orchestrate efficient experiences,95.206.145.107,#f91d20,6.7139748,1993,$5.36 ,Indonesia,426,llidgertwood8i@creativecommons.org,FALSE,3.56E+15,$1.63B,0
21:08:13,visualize dynamic channels,77.143.190.28,#a3963e,24.245418,1999,$7.97 ,Greece,428,lohederscolldl@epa.gov,FALSE,3.55E+15,$472.51M,0
6:19:27,integrate clicks-and-mortar architectures,32.103.181.40,#7d6266,-8.3979403,2009,$3.86 ,Indonesia,428,nsegerl1@msu.edu,FALSE,6.76E+16,$1.9B,0
21:17:03,cultivate interactive users,243.118.2.189,#143eb1,60.3435461,1991,$0.38 ,Malaysia,436,lchalcroftka@addthis.com,TRUE,3.58E+15,$491.34M,0
5:14:11,strategize granular infomediaries,246.196.110.252,#c4ff7a,41.494692,1996,$0.01 ,Canada,437,mharsentre@mit.edu,FALSE,3.57E+15,$93.93M,0
15:17:34,unleash sticky experiences,191.57.110.170,#764c1e,39.1002506,2011,$5.76 ,Japan,438,efairbairn5j@is.gd,FALSE,4.91E+17,$13.07B,0
23:41:45,empower rich functionalities,63.45.238.18,#e2f93b,-41.2070875,1992,$3.15 ,Indonesia,438,kmedgewickfj@canalblog.com,FALSE,3.59E+15,$2.78B,0
11:30:00,disintermediate frictionless vortals,92.131.140.2,#6fd66f,59.5006139,1988,$8.84 ,Indonesia,442,chubbockp8@mayoclinic.com,TRUE,3.54E+15,$351.67M,0
20:32:29,evolve next-generation synergies,180.141.253.44,#f82f56,39.974179,2003,$9.43 ,Japan,445,growcastlejy@merriam-webster.com,TRUE,5.64E+18,$17.7B,0
14:26:33,evolve best-of-breed action-items,126.139.65.182,#491966,7.3760605,1995,$1.94 ,Peru,445,jthrashernj@friendfeed.com,FALSE,3.55E+15,$582.59M,0
15:37:19,enhance global models,50.137.22.229,#f6b5db,14.8921247,2010,$9.42 ,Sweden,446,sgunnex@hud.gov,FALSE,2.02E+14,$271.66M,0
16:57:33,orchestrate synergistic vortals,25.38.82.84,#b3a151,24.84662,1995,$5.86 ,Sweden,446,smclarensoq@china.com.cn,TRUE,5.04E+15,$52.53M,0
15:20:24,productize proactive eyeballs,84.97.247.118,#fe9684,30.304377,1994,$0.90 ,Indonesia,447,rdewernf@issuu.com,TRUE,3.55E+15,$49.81M,0
18:35:14,recontextualize visionary e-commerce,140.160.105.75,#b3ad5d,45.0486976,2007,$2.04 ,Philippines,451,etuffleyl8@1688.com,TRUE,3.45E+14,$1.23M,0
0:57:12,target vertical e-commerce,208.15.120.219,#fb4f84,20.8965838,2004,$1.41 ,El Salvador,453,jgiorgiuttigi@nsw.gov.au,FALSE,3.56E+15,$64.41M,0
16:36:49,enable compelling infrastructures,168.135.234.173,#3f6396,4.974252,2002,$0.32 ,China,453,fbrandoj9@bravesites.com,FALSE,3.64E+13,$128.18M,0
20:57:26,transform cutting-edge synergies,132.80.229.202,#8c6bd3,35.640089,2012,$5.39 ,Bangladesh,454,bbrinklow29@moonfruit.com,TRUE,4.38E+12,$10.91M,0
13:19:17,benchmark bricks-and-clicks markets,14.113.144.137,#2a5377,41.88306,2000,$2.14 ,Palestinian Territory,455,lpryera8@msn.com,TRUE,3.59E+15,$483.46M,0
0:21:12,innovate user-centric action-items,251.129.39.198,#57aaf4,27.6581078,2003,$4.36 ,China,456,nbebisim@msu.edu,FALSE,3.55E+15,$3.46B,0
11:02:41,visualize end-to-end action-items,33.175.248.239,#452be7,59.1107233,1999,$5.69 ,Russia,456,dbirdseyj8@usgs.gov,FALSE,4.18E+15,$6.56B,0
21:10:41,disintermediate interactive networks,227.169.104.195,#dc490a,10.68825,1992,$6.06 ,Poland,459,tmaddrelle0@wordpress.org,FALSE,3.59E+15,$1.69B,0
4:29:28,enhance one-to-one metrics,70.149.200.82,#491b2d,32.990664,1992,$9.86 ,United States,460,briddler78@businessinsider.com,FALSE,3.72E+14,$1.09B,0
11:12:20,cultivate wireless e-services,95.190.121.52,#e884d0,-7.5630269,2009,$6.08 ,China,460,ptaffurelliiq@uiuc.edu,TRUE,3.54E+15,$311.65M,0
22:50:56,empower front-end schemas,232.244.226.121,#5a2e2e,43.7668053,1993,$5.23 ,United States,461,lmacgillov@over-blog.com,TRUE,3.56E+15,$25.18M,0
18:17:22,target world-class paradigms,175.250.205.194,#8a0d94,-7.311248,1984,$4.40 ,Brazil,462,dabden39@patch.com,FALSE,5.64E+18,$1.04B,0
5:08:05,grow magnetic schemas,164.241.29.197,#869318,39.128291,2008,$5.32 ,Indonesia,463,gmorffewc8@java.com,FALSE,4.02E+15,$734.96M,0
19:55:53,revolutionize B2C deliverables,73.40.49.251,#62fa86,56.0116996,1996,$6.11 ,Dominican Republic,465,aagentkf@prnewswire.com,TRUE,3.55E+15,$14.31B,0
16:38:26,reinvent B2B action-items,19.153.243.130,#ec8883,35.937102,2007,$0.14 ,Honduras,469,snoaha3@php.net,FALSE,3.01E+13,$29.95M,0
1:37:40,redefine customized initiatives,201.166.89.228,#6dd701,6.83493,1967,$1.69 ,Canada,469,hlauderj3@examiner.com,TRUE,3.54E+15,$284.99M,0
9:24:51,enable one-to-one synergies,232.216.29.30,#12f598,-6.1169676,1987,$4.30 ,Saudi Arabia,472,carenson8t@ycombinator.com,TRUE,3.54E+15,$1.63B,0
17:55:03,repurpose strategic methodologies,37.111.188.26,#41c459,30.9541295,2001,$3.64 ,France,475,bbartoszinskiam@hc360.com,TRUE,2.02E+14,$605.25M,0
0:38:03,optimize B2C networks,117.12.39.213,#484ddd,48.7720518,2004,$1.83 ,Indonesia,476,wsleightholm1n@linkedin.com,TRUE,3.57E+15,$369.43M,0
